timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,40019.08757753218,40056.24609475893,39981.92906030543,40019.08757753218,24231.990368897747
2024-01-01 00:05:00+00:00,40019.08757753218,40057.56025402317,39919.093090476155,39957.506565558644,35633.48339767642
2024-01-01 00:10:00+00:00,39957.506565558644,40033.31018703609,39927.54191520121,40003.311187201165,21193.582608655797
2024-01-01 00:15:00+00:00,40003.311187201165,40078.22187216197,39985.705301781614,40060.5907773817,27278.59564670002
2024-01-01 00:20:00+00:00,40060.5907773817,40077.12884313483,39927.83154207982,39944.32160886147,32936.062447302276
2024-01-01 00:25:00+00:00,39944.32160886147,39955.40857272439,39856.107527759814,39867.17307824189,30676.306440951037
2024-01-01 00:30:00+00:00,39867.17307824189,39891.86945263298,39850.923335887215,39875.61626885867,48570.082841459945
2024-01-01 00:35:00+00:00,39875.61626885867,39894.571644833435,39838.55557896927,39857.502344262044,27034.495834978967
2024-01-01 00:40:00+00:00,39857.502344262044,39913.47910402486,39801.31854799901,39857.29501658624,13521.110748077312
2024-01-01 00:45:00+00:00,39857.29501658624,39888.79213021816,39775.66626499803,39807.12373091463,18503.049517529736
2024-01-01 00:50:00+00:00,39807.12373091463,39901.47833043674,39766.16532049946,39860.46503599929,36057.5930407966
2024-01-01 00:55:00+00:00,39860.46503599929,39951.97876114217,39816.333721131916,39907.795045091516,28717.98015997481
2024-01-01 01:00:00+00:00,39907.795045091516,39978.565539899246,39841.783557173636,39912.54619310694,22144.209235201633
2024-01-01 01:05:00+00:00,39912.54619310694,40067.60995565047,39825.97396778842,39980.88949044499,79489.52505412081
2024-01-01 01:10:00+00:00,39980.88949044499,40072.344489779825,39918.32681037472,40009.736669222686,50589.53666189825
2024-01-01 01:15:00+00:00,40009.736669222686,40013.20636854128,39955.53366526475,39958.998964539904,35476.61890005337
2024-01-01 01:20:00+00:00,39958.998964539904,40022.39754651497,39918.53169433477,39981.90707681052,39867.58620868035
2024-01-01 01:25:00+00:00,39981.90707681052,40002.15659952259,39905.019155348185,39925.239978035985,32661.215924149717
2024-01-01 01:30:00+00:00,39925.239978035985,40036.26782487742,39867.73185985783,39978.68272802653,21992.876888593477
2024-01-01 01:35:00+00:00,39978.68272802653,39987.06795422434,39968.10363771592,39976.48840367079,54846.19622148409
2024-01-01 01:40:00+00:00,39976.48840367079,40030.99452503245,39911.71193525524,39966.2040343477,51048.5302329896
2024-01-01 01:45:00+00:00,39966.2040343477,39970.42745831388,39921.98294018021,39926.20213695054,16466.223262572163
2024-01-01 01:50:00+00:00,39926.20213695054,40020.91284744957,39905.613949420534,40000.28645789155,39758.26411930795
2024-01-01 01:55:00+00:00,40000.28645789155,40008.92496381669,39983.178848843025,39991.815525376245,41553.32787057844
2024-01-01 02:00:00+00:00,39991.815525376245,40018.11941107377,39940.64118069879,39966.92869754018,31930.198692987226
2024-01-01 02:05:00+00:00,39966.92869754018,39969.55442038758,39943.998262770976,39946.62265156419,84028.06552816917
2024-01-01 02:10:00+00:00,39946.62265156419,40003.13896282514,39922.83406550802,39979.33089870299,80458.58560609177
2024-01-01 02:15:00+00:00,39979.33089870299,40045.49361725776,39935.91420956774,40002.05225322266,31225.701911766613
2024-01-01 02:20:00+00:00,40002.05225322266,40043.309132092145,39986.37883381695,40027.62569261949,33218.835082562626
2024-01-01 02:25:00+00:00,40027.62569261949,40062.49621798674,40019.43717519796,40054.30224329924,31694.290316264178
2024-01-01 02:30:00+00:00,40054.30224329924,40262.722289644116,39975.820171758525,40183.98611658494,28437.587447943075
2024-01-01 02:35:00+00:00,40183.98611658494,40215.33269624299,40128.97161449048,40160.299716946916,25126.93845883762
2024-01-01 02:40:00+00:00,40160.299716946916,40240.4874679075,40050.128669933656,40130.2564337096,44477.6833529935
2024-01-01 02:45:00+00:00,40130.2564337096,40155.01980583853,40057.368932799865,40082.10259040297,79584.65482677716
2024-01-01 02:50:00+00:00,40082.10259040297,40167.992937145566,40034.11169839027,40119.95672182356,67510.11759727071
2024-01-01 02:55:00+00:00,40119.95672182356,40236.428074824296,40072.36978392155,40188.75952878584,49795.04688684709
2024-01-01 03:00:00+00:00,40188.75952878584,40217.01864672259,40154.43979782634,40182.69465118529,13865.44749680573
2024-01-01 03:05:00+00:00,40182.69465118529,40297.1681213907,40018.55798546064,40132.88956969845,17226.087117166113
2024-01-01 03:10:00+00:00,40132.88956969845,40191.22425500554,40025.82495029382,40084.08870167841,55584.814509294716
2024-01-01 03:15:00+00:00,40084.08870167841,40129.38499078045,40078.736939495946,40124.02789618111,69407.44234678258
2024-01-01 03:20:00+00:00,40124.02789618111,40204.07271206451,40089.58404812969,40169.58975214606,45319.552896257526
2024-01-01 03:25:00+00:00,40169.58975214606,40258.20011066683,40114.5701558816,40203.13456864411,32137.14720950125
2024-01-01 03:30:00+00:00,40203.13456864411,40266.39076968745,40100.630147814874,40163.82449781675,62375.03559770818
2024-01-01 03:35:00+00:00,40163.82449781675,40179.77027808377,40162.67187200027,40178.61722774391,49091.31964036385
2024-01-01 03:40:00+00:00,40178.61722774391,40202.4727210143,40162.60160649138,40186.45397595115,57238.27587834469
2024-01-01 03:45:00+00:00,40186.45397595115,40244.43815461438,40142.473748551085,40200.44261798453,17281.16323781213
2024-01-01 03:50:00+00:00,40200.44261798453,40276.724633504076,40177.578128155845,40253.82977907933,41661.63518699551
2024-01-01 03:55:00+00:00,40253.82977907933,40275.92593993776,40246.0448701718,40268.13826383389,73852.7451215275
2024-01-01 04:00:00+00:00,40268.13826383389,40316.38700335379,40261.73113767524,40309.97322077003,44845.53785776203
2024-01-01 04:05:00+00:00,40309.97322077003,40320.163018602405,40304.676727892875,40314.86588285829,53066.328576017244
2024-01-01 04:10:00+00:00,40314.86588285829,40336.0831851533,40311.94406794707,40333.16004437499,36847.72519386081
2024-01-01 04:15:00+00:00,40333.16004437499,40406.684624743495,40298.68711087938,40372.17834213311,37889.528079374824
2024-01-01 04:20:00+00:00,40372.17834213311,40383.47073950804,40273.56959881052,40284.83756632341,63640.861341269236
2024-01-01 04:25:00+00:00,40284.83756632341,40292.69512309288,40258.47671388875,40266.33066088668,27780.362372709118
2024-01-01 04:30:00+00:00,40266.33066088668,40284.04832014934,40221.02965957454,40238.73517649939,26714.03475918509
2024-01-01 04:35:00+00:00,40238.73517649939,40265.52509087724,40174.23141596693,40200.996204708536,29992.852734939752
2024-01-01 04:40:00+00:00,40200.996204708536,40242.31605849418,40143.90820519384,40185.211835306014,36657.69194418031
2024-01-01 04:45:00+00:00,40185.211835306014,40303.51242488766,40157.991325360024,40276.23026121746,19071.76857414688
2024-01-01 04:50:00+00:00,40276.23026121746,40318.21594841049,40182.828048974516,40224.76008142244,48650.801979370146
2024-01-01 04:55:00+00:00,40224.76008142244,40288.04548189646,40220.75185435729,40284.031348700424,34006.305611720476
2024-01-01 05:00:00+00:00,40284.031348700424,40320.747486351014,40146.64977319105,40183.274077484464,51096.72601815284
2024-01-01 05:05:00+00:00,40183.274077484464,40187.15396331852,40160.01923600425,40163.897250913724,15558.649943150202
2024-01-01 05:10:00+00:00,40163.897250913724,40210.966965565894,40127.447040263185,40174.5071260643,51175.14329350087
2024-01-01 05:15:00+00:00,40174.5071260643,40262.009230129224,40123.19771846659,40210.65365750679,61991.8359779068
2024-01-01 05:20:00+00:00,40210.65365750679,40285.91247911222,40179.15538710701,40254.3799565264,43278.84098059589
2024-01-01 05:25:00+00:00,40254.3799565264,40349.58714092912,40207.96708694333,40303.1180768146,36754.19306970259
2024-01-01 05:30:00+00:00,40303.1180768146,40345.50575639975,40240.48081674617,40282.84717697817,51332.60065825903
2024-01-01 05:35:00+00:00,40282.84717697817,40293.747703805624,40244.83151141544,40255.724698908154,60389.546846881145
2024-01-01 05:40:00+00:00,40255.724698908154,40325.52750700815,40238.59147024354,40308.371871194046,44764.4970263794
2024-01-01 05:45:00+00:00,40308.371871194046,40378.577922978206,40227.425413680714,40297.61272600533,46122.513516653
2024-01-01 05:50:00+00:00,40297.61272600533,40304.26665372143,40214.738864944615,40221.38020517355,70458.32996075685
2024-01-01 05:55:00+00:00,40221.38020517355,40275.86330821298,40099.47614083963,40153.86779287223,49240.05977544251
2024-01-01 06:00:00+00:00,40153.86779287223,40194.32147890157,40058.92985497286,40099.32859457423,26367.73405903532
2024-01-01 06:05:00+00:00,40099.32859457423,40135.81578270745,40093.56328680862,40130.04605851793,60274.03908635072
2024-01-01 06:10:00+00:00,40130.04605851793,40199.870810166416,40069.6124514611,40139.423081836416,34562.04812589934
2024-01-01 06:15:00+00:00,40139.423081836416,40191.5847370382,40129.67041913588,40181.821772741394,36802.21098407104
2024-01-01 06:20:00+00:00,40181.821772741394,40182.62546894115,40156.07827054631,40156.88146790288,37901.73509788555
2024-01-01 06:25:00+00:00,40156.88146790288,40228.535683674694,40095.59721547922,40167.23562954948,53505.89678348506
2024-01-01 06:30:00+00:00,40167.23562954948,40267.604975078524,40105.43968936025,40205.749782161685,73096.89458239378
2024-01-01 06:35:00+00:00,40205.749782161685,40229.28471251247,40164.377112871676,40187.901595566815,36671.991813734596
2024-01-01 06:40:00+00:00,40187.901595566815,40251.93701685959,40152.24033977435,40216.250605205685,72584.36678207095
2024-01-01 06:45:00+00:00,40216.250605205685,40304.528483679205,40088.95165168478,40177.143687353724,38786.80246550966
